Identifier,Return,Expected Return,Date
US60871R2094,7.24,7.3837382,10/31/2023
US6092071058,7.33,7.336323613,10/31/2023
US6098391054,24.22,24.32334303,10/31/2023
US61174X1090,7.93,8.094534658,10/31/2023
US6153691059,18.74,18.82805454,10/31/2023
US6174464486,12.03,12.12313062,10/31/2023
US61945C1036,10.5,10.51881654,10/31/2023
US6200763075,15.95,16.11718102,10/31/2023
US6293775085,12.88,13.04129793,10/31/2023
US62944T1051,13.72,13.76622883,10/31/2023
US6311031081,12.58,12.64002783,10/31/2023
US64110D1046,25.57,25.61546794,10/31/2023
US64110L1061,15.13,15.22482835,10/31/2023
US6516391066,8.32,8.386170628,10/31/2023
US65249B1098,6.58,6.684201865,10/31/2023
US65249B2088,7.46,7.463369985,10/31/2023
US65339F1012,1.18,1.265137188,10/31/2023
US6541061031,7.3,7.326969215,10/31/2023
US65473P1057,1.91,1.97478854,10/31/2023
US6556631025,10.7,10.80942204,10/31/2023
US6558441084,15.15,15.32418189,10/31/2023
US6658591044,20.24,20.30234469,10/31/2023
US6668071029,1.19,1.38714654,10/31/2023
US6687711084,33.33,33.41988526,10/31/2023
US6703461052,15.01,15.0607863,10/31/2023
US67066G1040,14.69,14.74399221,10/31/2023
US67103H1077,5.58,5.594661391,10/31/2023
US6745991058,-4.3,-4.262935578,10/31/2023
US6795801009,3.29,3.336916155,10/31/2023
US6819191064,7.64,7.764035273,10/31/2023
US6821891057,13.87,13.88343894,10/31/2023
US6826801036,5.6,5.768425733,10/31/2023
US68389X1054,12.39,12.46673046,10/31/2023
US68902V1070,11.56,11.74682538,10/31/2023
US69331C1080,5.34,5.346702946,10/31/2023
US6934751057,17.03,17.12275556,10/31/2023
US6935061076,16.25,16.29790475,10/31/2023
US69351T1060,6.31,6.413971935,10/31/2023
US69370C1009,12.06,12.22057207,10/31/2023
US6937181088,11.59,11.62593004,10/31/2023
US6951561090,9.77,9.901420359,10/31/2023
US6974351057,21.43,21.57337045,10/31/2023
US7010941042,17.84,18.0032348,10/31/2023
US7043261079,10.69,10.83356641,10/31/2023
US70432V1026,-25.69,-25.5255386,10/31/2023
US70450Y1038,11.22,11.23058098,10/31/2023
US7134481081,3.84,3.90992221,10/31/2023
US7140461093,7.3,7.475257107,10/31/2023
US7170811035,1.08,1.099586034,10/31/2023
US7181721090,4.71,4.748145068,10/31/2023
US7185461040,14.04,14.18541459,10/31/2023
US7234841010,1.02,1.07613724,10/31/2023
US7237871071,-1.73,-1.543677512,10/31/2023
US73278L1052,10.35,10.45297757,10/31/2023
US74144T1088,10.64,10.79654748,10/31/2023
US74251V1026,10.08,10.23037093,10/31/2023
US7427181091,2.33,2.505910244,10/31/2023
US7433151039,3.76,3.93936183,10/31/2023
US74340W1036,14.07,14.11793916,10/31/2023
US7443201022,8.35,8.489784768,10/31/2023
US7445731067,1.27,1.435910741,10/31/2023
US74460D1090,8.4,8.508063175,10/31/2023
US7458671010,20.15,20.19876501,10/31/2023
US74736K1016,10.39,10.45470637,10/31/2023
US7475251036,19.15,19.34740933,10/31/2023
US74762E1029,12.68,12.79113394,10/31/2023
US74834L1008,5.48,5.582196779,10/31/2023
US7512121010,14.97,15.01914682,10/31/2023
US7547301090,10.17,10.26755893,10/31/2023
US75513E1010,0.85,0.892785576,10/31/2023
US7561091049,14.43,14.60922981,10/31/2023
US7588491032,4.18,4.29105255,10/31/2023
US75886F1075,5.63,5.821313877,10/31/2023
US7591EP1005,14.8,14.85631644,10/31/2023
US7607591002,8.99,9.033866684,10/31/2023
US7611521078,12.05,12.15413202,10/31/2023
US7703231032,10.29,10.43567354,10/31/2023
US7739031091,5.31,5.4618405,10/31/2023
US7757111049,8.75,8.857657487,10/31/2023
US7766961061,10.17,10.21087895,10/31/2023
US7782961038,12.43,12.50025998,10/31/2023
US78409V1044,19.3,19.48815869,10/31/2023
US78410G1040,18.8,18.90586396,10/31/2023
US79466L3024,25.43,25.51357911,10/31/2023
US8064071025,2.69,2.791914528,10/31/2023
US8085131055,18.38,18.46265045,10/31/2023
US81211K1007,9.06,9.238158357,10/31/2023
US8168511090,4.06,4.25940929,10/31/2023
US81762P1021,17.86,17.86277095,10/31/2023
US8243481061,17.3,17.48470348,10/31/2023
US8288061091,13.65,13.76406139,10/31/2023
US83088M1027,12.55,12.74305927,10/31/2023
US8318652091,8.03,8.092171703,10/31/2023
US8326964058,-2.69,-2.532005341,10/31/2023
US8330341012,7.21,7.285097874,10/31/2023
US83417M1045,4.52,4.645060366,10/31/2023
US8425871071,6.53,6.590480258,10/31/2023
US8447411088,15.02,15.07602742,10/31/2023
US8545021011,7.83,7.946038433,10/31/2023
US8552441094,8.25,8.398368755,10/31/2023
US8574771031,12.67,12.67016411,10/31/2023
US8581191009,11.85,11.9795189,10/31/2023
US8636671013,9.66,9.692690081,10/31/2023
US8716071076,15.72,15.91567868,10/31/2023
US87165B1035,15.37,15.50660647,10/31/2023
US8718291078,8.54,8.718985697,10/31/2023
US8725401090,0.41,0.450782084,10/31/2023
US8725901040,5.03,5.220552967,10/31/2023
US8740541094,18.28,18.39787264,10/31/2023
US8760301072,14.91,14.92739006,10/31/2023
US87612E1064,21.98,22.06974165,10/31/2023
US87612G1013,8.18,8.340987755,10/31/2023
US8793601050,7.57,7.65390376,10/31/2023
US8793691069,22.36,22.51434228,10/31/2023
US8807701029,10.89,11.04434768,10/31/2023
US88160R1014,19.54,19.55791148,10/31/2023
US8825081040,7.53,7.542237486,10/31/2023
US8832031012,0.87,1.014083222,10/31/2023
US8835561023,11.46,11.54259427,10/31/2023
US88579Y1010,10.64,10.7782073,10/31/2023
US8923561067,5.97,6.100796511,10/31/2023
US8936411003,20.53,20.68544867,10/31/2023
US89417E1091,7.87,7.969904828,10/31/2023
US8962391004,-1.55,-1.3651734,10/31/2023
US89832Q1094,15.35,15.47145186,10/31/2023
US9022521051,9.64,9.757608035,10/31/2023
US9024941034,2.11,2.171240435,10/31/2023
US9026531049,5,5.033985253,10/31/2023
US9029733048,19.57,19.71984852,10/31/2023
US90384S3031,11.72,11.82980822,10/31/2023
US9078181081,8.51,8.537187997,10/31/2023
US9100471096,12.54,12.68048899,10/31/2023
US9113121068,8.59,8.733518357,10/31/2023
US9113631090,17.56,17.72561159,10/31/2023
US91324P1021,3.25,3.357867238,10/31/2023
US9139031002,9.37,9.496830419,10/31/2023
US9182041080,13.58,13.69257391,10/31/2023
US91913Y1001,-0.47,-0.384252032,10/31/2023
US92276F1003,7.96,8.034482393,10/31/2023
US92338C1036,11.96,11.97604427,10/31/2023
US92343E1029,6.28,6.357548392,10/31/2023
US92343V1044,9.11,9.140911275,10/31/2023
US92345Y1064,6.19,6.302516303,10/31/2023
US92532F1003,-2.02,-1.840625886,10/31/2023
US92556H2067,32.08,32.12166001,10/31/2023
US92556V1061,4.47,4.571077113,10/31/2023
US9256521090,7.13,7.32166308,10/31/2023
US92826C8394,9.41,9.48594387,10/31/2023
US9291601097,8.91,8.96755502,10/31/2023
US92939U1060,3.75,3.926738083,10/31/2023
US9297401088,10.1,10.17196573,10/31/2023
US9311421039,-4.72,-4.611382409,10/31/2023
US9314271084,-3.16,-3.11455204,10/31/2023
US9344231041,5.13,5.157896202,10/31/2023
US94106L1098,4.48,4.600644723,10/31/2023
US9418481035,17.64,17.7537419,10/31/2023
US9497461015,13.09,13.23414481,10/31/2023
US95040Q1040,7.33,7.363981775,10/31/2023
US9553061055,10.27,10.27697615,10/31/2023
US9581021055,20.32,20.4958106,10/31/2023
US96145D1054,15.49,15.56339513,10/31/2023
US9621661043,9.93,9.966184046,10/31/2023
US9633201069,5.77,5.872275477,10/31/2023
US9694571004,6.95,7.015561648,10/31/2023
US9831341071,-3.55,-3.416058744,10/31/2023
US98389B1008,2.65,2.755707255,10/31/2023
US98419M1009,12.76,12.87982447,10/31/2023
US9884981013,4.37,4.395974063,10/31/2023
US9892071054,13.15,13.195191,10/31/2023
US98956P1021,11.4,11.45067032,10/31/2023
US9897011071,16.9,17.05652716,10/31/2023
US98978V1035,12.53,12.66451319,10/31/2023
AN8068571086,0.49,0.547424669,11/30/2023
BMG0450A1053,-11.26,-11.2071195,11/30/2023
BMG3223R1088,-13.88,-13.78443604,11/30/2023
BMG491BT1088,25.02,25.21451792,11/30/2023
BMG667211046,31.24,31.37175849,11/30/2023
CH0044328745,-1.11,-1.038029002,11/30/2023
CH0102993182,7.25,7.448299082,11/30/2023
CH0114405324,5.76,5.946852267,11/30/2023
CH1300646267,-8.12,-8.107405042,11/30/2023
IE000S9YS762,-0.43,-0.355732111,11/30/2023
IE00B4BNMY34,5.33,5.36128906,11/30/2023
IE00B8KQN827,5.77,5.793670781,11/30/2023
IE00BDB6Q211,-1.73,-1.645359089,11/30/2023
IE00BFRT3W74,19.87,19.8844421,11/30/2023
IE00BFY8C754,9.41,9.432610724,11/30/2023
IE00BK9ZQ967,8.2,8.209144283,11/30/2023
IE00BKVD2N49,8.85,8.883410356,11/30/2023
IE00BLP1HW54,-11.41,-11.40791883,11/30/2023
IE00BLS09M33,12.66,12.73072822,11/30/2023
IE00BTN1Y115,4.8,4.929766833,11/30/2023
IE00BY7QL619,9.94,9.961657803,11/30/2023
JE00B783TY65,8.31,8.320787712,11/30/2023
JE00BJ1F3079,1.69,1.858843598,11/30/2023
LR0008862868,20.5,20.5265551,11/30/2023
NL0009434992,-0.02,-0.015489798,11/30/2023
NL0009538784,13.06,13.22066546,11/30/2023
PA1436583006,23.11,23.14279176,11/30/2023
US0010551028,-0.25,-0.144243947,11/30/2023
US00130H1059,11.85,11.89768286,11/30/2023
US00206R1023,1.27,1.351067165,11/30/2023
US0028241000,5.54,5.728857284,11/30/2023
US00287Y1091,8.83,9.003519158,11/30/2023
US00724F1012,-2.36,-2.190569639,11/30/2023
US0079031078,21.67,21.83352602,11/30/2023
US00846U1016,8.97,9.062769639,11/30/2023
US0090661010,7.76,7.801008955,11/30/2023
US0091581068,1.85,1.891454494,11/30/2023
US00971T1016,2.44,2.461897169,11/30/2023
US0116591092,3.02,3.059637863,11/30/2023
US0126531013,19.47,19.57445979,11/30/2023
US0152711091,17.02,17.077009,11/30/2023
US0162551016,28.16,28.23018082,11/30/2023
US0188021085,1.44,1.539303742,11/30/2023
US0200021014,1.53,1.629041316,11/30/2023
US02079K1079,5.23,5.296492551,11/30/2023
US02079K3059,5.4,5.424541575,11/30/2023
US02209S1033,-1.71,-1.600000056,11/30/2023
US0231351067,4,4.095644597,11/30/2023
US0236081024,-6.01,-5.910694428,11/30/2023
US02376R1023,10.54,10.56536246,11/30/2023
US0255371017,2.1,2.291235069,11/30/2023
US0258161092,9.7,9.733784432,11/30/2023
US0268747849,3.5,3.514711863,11/30/2023
US03027X1000,4.21,4.2128607,11/30/2023
US0304201033,0.11,0.159213373,11/30/2023
US03073E1055,0.99,1.033055521,11/30/2023
US03076C1062,7.45,7.612882551,11/30/2023
US0311001004,6.39,6.47359376,11/30/2023
US0311621009,6.82,6.962033478,11/30/2023
US0320951017,9.19,9.360664725,11/30/2023
US0326541051,8.79,8.894613191,11/30/2023
US03662Q1058,23.7,23.86928137,11/30/2023
US0367521038,-1.35,-1.209195088,11/30/2023
US03743Q1085,-0.33,-0.162968552,11/30/2023
US0378331005,1.36,1.374478702,11/30/2023
US0382221051,8.21,8.242274909,11/30/2023
US0394831020,-2.05,-1.954463444,11/30/2023
US0404131064,7.19,7.29940736,11/30/2023
US04621X1081,0.28,0.405990894,11/30/2023
US0495601058,1.84,1.95208958,11/30/2023
US0527691069,11.47,11.66655549,11/30/2023
US0530151036,1.94,2.070070172,11/30/2023
US0533321024,-0.93,-0.849110815,11/30/2023
US0534841012,9.2,9.305572346,11/30/2023
US0536111091,4.37,4.527886826,11/30/2023
US05464C1018,12.38,12.53238549,11/30/2023
US05722G1004,1.27,1.352538719,11/30/2023
US0584981064,4.03,4.157149042,11/30/2023
US0605051046,10.43,10.52965593,11/30/2023
US0640581007,7.72,7.880043389,11/30/2023
US0708301041,32.31,32.46724659,11/30/2023
US0718131099,7.15,7.337659974,11/30/2023
US0758871091,3.66,3.741523204,11/30/2023
US0844231029,-1.68,-1.637994593,11/30/2023
US0846707026,-0.93,-0.893443155,11/30/2023
US0865161014,11.72,11.88338675,11/30/2023
US0905722072,5.89,5.973925861,11/30/2023
US09062X1037,10.55,10.55712831,11/30/2023
US09073M1045,22.67,22.72634642,11/30/2023
US09247X1019,8.79,8.95803822,11/30/2023
US09260D1072,16.51,16.69667695,11/30/2023
US0970231058,12.53,12.61873917,11/30/2023
US09857L1089,13.49,13.5998205,11/30/2023
US0997241064,6.41,6.577291729,11/30/2023
US1011211018,24.94,24.99165617,11/30/2023
US1011371077,3.44,3.53561866,11/30/2023
US1101221083,3.91,4.096049222,11/30/2023
US11133T1034,6.59,6.701766984,11/30/2023
US11135F1012,21.14,21.26112507,11/30/2023
US1152361010,-4.86,-4.775720146,11/30/2023
US1156372096,-2.79,-2.611135451,11/30/2023
US12008R1077,2.73,2.780695517,11/30/2023
US12503M1080,-1.99,-1.811391289,11/30/2023
US12504L1098,17.9,18.01923573,11/30/2023
US12514G1085,7.8,7.913403489,11/30/2023
US1252691001,5.79,5.835572823,11/30/2023
US12541W2098,5.29,5.358694302,11/30/2023
US1255231003,14.45,14.49261294,11/30/2023
US12572Q1058,-0.63,-0.570574923,11/30/2023
US1258961002,2.31,2.349937261,11/30/2023
US1264081035,7.34,7.417564189,11/30/2023
US1266501006,16.2,16.2441049,11/30/2023
US1270971039,-2.78,-2.686294676,11/30/2023
US1273871087,-0.33,-0.289436166,11/30/2023
US12769G1004,4.83,4.9449926,11/30/2023
US1331311027,11.09,11.28686267,11/30/2023
US1344291091,7.59,7.715746219,11/30/2023
US14040H1059,17.43,17.608908,11/30/2023
US14149Y1082,-5.4,-5.33812696,11/30/2023
US1431301027,20.02,20.14256266,11/30/2023
US14448C1045,10.94,11.12552661,11/30/2023
US1488061029,15.65,15.81853471,11/30/2023
US1491231015,17.93,18.09491785,11/30/2023
US1508701034,12.05,12.08144517,11/30/2023
US15135B1017,0.72,0.89123712,11/30/2023
US15189T1079,1.06,1.216684325,11/30/2023
US15677J1088,-2.58,-2.549328695,11/30/2023
US1598641074,19.95,20.12930254,11/30/2023
US16119P1084,-2.86,-2.855757777,11/30/2023
US1667641005,3.87,4.062736719,11/30/2023
US1696561059,3.85,3.92284674,11/30/2023
US1713401024,-2.14,-2.046832074,11/30/2023
US1720621010,1.39,1.445430244,11/30/2023
US17275R1023,4.42,4.581635651,11/30/2023
US1729081059,8.93,8.94506588,11/30/2023
US1729674242,11.58,11.77763055,11/30/2023
US1746101054,21.53,21.69273511,11/30/2023
US1890541097,-0.53,-0.408708582,11/30/2023
US1912161007,0.84,0.964458106,11/30/2023
US1924461023,7.32,7.43520802,11/30/2023
US1941621039,1.19,1.242324424,11/30/2023
US20030N1019,4.68,4.855552369,11/30/2023
US2003401070,24.96,25.02820382,11/30/2023
US2058871029,1.31,1.480009357,11/30/2023
US20825C1045,0.43,0.532072761,11/30/2023
US2091151041,0.95,1.093803276,11/30/2023
US21036P1084,0.52,0.668168328,11/30/2023
US21037T1097,-3.43,-3.392987456,11/30/2023
US2166485019,12.32,12.42347089,11/30/2023
US2172041061,-2.43,-2.240890008,11/30/2023
US2193501051,6.88,6.948622393,11/30/2023
US2199481068,17.51,17.64620593,11/30/2023
US22052L1044,6.02,6.084745052,11/30/2023
US22160K1051,13.87,13.89199164,11/30/2023
US22160N1090,5.24,5.40159608,11/30/2023
US22822V1017,-0.44,-0.369969063,11/30/2023
US2310211063,6.87,6.936481509,11/30/2023
US23331A1097,19.04,19.07209156,11/30/2023
US2333311072,6.89,6.900713006,11/30/2023
US2358511028,3.7,3.747742939,11/30/2023
US2371941053,5,5.094368145,11/30/2023
US23918K1088,3.25,3.335946074,11/30/2023
US2441991054,10.13,10.14253124,11/30/2023
US2473617023,8.94,9.119714149,11/30/2023
US24906P1093,12.54,12.5970616,11/30/2023
US25179M1036,2.46,2.556972635,11/30/2023
US2521311074,7.42,7.480015312,11/30/2023
US25278X1090,0.43,0.516048793,11/30/2023
US2538681030,-2.14,-1.965753813,11/30/2023
US2546871060,-2.27,-2.131055358,11/30/2023
US2547091080,20.86,20.95325259,11/30/2023
US2566771059,3.68,3.687073402,11/30/2023
US2567461080,14.94,14.98295748,11/30/2023
US25746U1097,3.66,3.804616714,11/30/2023
US25754A2015,5.24,5.38191169,11/30/2023
US2600031080,8.96,9.126164083,11/30/2023
US2605571031,5.97,5.970632024,11/30/2023
US26441C2044,5.16,5.300404929,11/30/2023
US26614N1028,7.53,7.708652016,11/30/2023
US26875P1012,-0.5,-0.423935911,11/30/2023
US26884L1098,-3.25,-3.050833871,11/30/2023
US2774321002,8.13,8.329629949,11/30/2023
US2786421030,6.36,6.497306962,11/30/2023
US2788651006,3.75,3.769637637,11/30/2023
US2810201077,7.88,7.919066381,11/30/2023
US28176E1082,12.61,12.74982394,11/30/2023
US2855121099,-0.87,-0.806194718,11/30/2023
US2910111044,9.48,9.627555531,11/30/2023
US29355A1079,30.81,30.82568496,11/30/2023
US29364G1031,-0.22,-0.06931355,11/30/2023
US29414B1044,15.16,15.23085135,11/30/2023
US2944291051,13.59,13.74254675,11/30/2023
US29444U7000,-1.18,-1.098633379,11/30/2023
US29476L1070,8.77,8.833197927,11/30/2023
US2971781057,17.24,17.33520622,11/30/2023
US29786A1060,6.91,7.026855917,11/30/2023
US30034W1062,2.27,2.280223711,11/30/2023
US30040W1080,5.02,5.085043595,11/30/2023
US30161N1019,-6.78,-6.73058104,11/30/2023
US30212P3038,11.46,11.59489279,11/30/2023
US3021301094,5.7,5.855579385,11/30/2023
US30225T1025,24.46,24.64838757,11/30/2023
US30231G1022,-2.69,-2.583625194,11/30/2023
US3024913036,18.58,18.61787515,11/30/2023
US30303M1027,8.2,8.389440564,11/30/2023
US3030751057,5.2,5.212554263,11/30/2023
US3032501047,7.03,7.037879673,11/30/2023
US3119001044,8.68,8.72755111,11/30/2023
US3137451015,8.94,8.993416343,11/30/2023
US31428X1063,-1.81,-1.751186049,11/30/2023
US3156161024,4.55,4.727788606,11/30/2023
US31620M1062,3.34,3.347094853,11/30/2023
US3167731005,20.33,20.44913353,11/30/2023
US3364331070,9.19,9.243119992,11/30/2023
US3377381088,1.71,1.842412881,11/30/2023
US3379321074,-0.76,-0.572068881,11/30/2023
US3453708600,18.81,18.81549964,11/30/2023
US34959E1091,11.36,11.49583071,11/30/2023
US34959J1088,6.74,6.794161458,11/30/2023
US35137L1052,0.44,0.521920556,11/30/2023
US35137L2043,-0.04,0.023535212,11/30/2023
US3546131018,20.12,20.31644489,11/30/2023
US35671D8570,14.07,14.10359617,11/30/2023
US36266G1076,12.94,13.02524452,11/30/2023
US3635761097,-9.69,-9.594538769,11/30/2023
US3666511072,3.74,3.8046044,11/30/2023
US3687361044,10.4,10.55332637,11/30/2023
US3695501086,5.14,5.235561107,11/30/2023
US3696043013,4.85,5.035077718,11/30/2023
US3703341046,2.32,2.492485474,11/30/2023
US37045V1008,13.67,13.69775343,11/30/2023
US3724601055,4.31,4.442828686,11/30/2023
US3755581036,6.73,6.831434035,11/30/2023
US37940X1028,9.29,9.447074015,11/30/2023
US37959E1029,-1.15,-1.055549475,11/30/2023
US38141G1040,12.95,13.03299323,11/30/2023
US3848021040,5.41,5.555496832,11/30/2023
US40412C1018,8.31,8.448293367,11/30/2023
US40434L1052,3.49,3.571547954,11/30/2023
US4062161017,-1.93,-1.868058701,11/30/2023
US4165151048,2.84,2.963464319,11/30/2023
US4180561072,10.02,10.16695535,11/30/2023
US42250P1030,14.32,14.34032552,11/30/2023
US4262811015,2.97,3.020518875,11/30/2023
US4278661081,-0.79,-0.726597369,11/30/2023
US42809H1077,2.87,2.982785962,11/30/2023
US42824C1099,1.21,1.304551512,11/30/2023
US43300A2033,8.7,8.732929072,11/30/2023
US4364401012,0.21,0.317404336,11/30/2023
US4370761029,10.55,10.70570793,11/30/2023
US4385161066,7.04,7.109898692,11/30/2023
US4404521001,4.97,5.084082798,11/30/2023
US44107P1049,14,14.10874902,11/30/2023
US4432011082,2.89,2.937419809,11/30/2023
US4435106079,9.64,9.696273869,11/30/2023
US4448591028,-5.4,-5.318529453,11/30/2023
US4456581077,7.81,7.810470593,11/30/2023
US4461501045,14.33,14.38386206,11/30/2023
US4464131063,9.54,9.61304154,11/30/2023
US45167R1041,7.65,7.768546219,11/30/2023
US45168D1046,19.16,19.270891,11/30/2023
US4523081093,8.72,8.795914305,11/30/2023
US4523271090,36.58,36.60254015,11/30/2023
US45337C1027,15.55,15.58371568,11/30/2023
US45687V1061,8.27,8.355483827,11/30/2023
US45784P1012,14.75,14.86646257,11/30/2023
US4581401001,12.42,12.46356471,11/30/2023
US45866F1049,13.21,13.34225566,11/30/2023
US4592001014,3.15,3.173947397,11/30/2023
US4595061015,8.48,8.615879305,11/30/2023
US4601461035,-2.14,-1.976074412,11/30/2023
US4606901001,6.18,6.263701334,11/30/2023
US4612021034,9.37,9.541052085,11/30/2023
US46120E6023,8.53,8.629936759,11/30/2023
US46187W1071,3.08,3.277950692,11/30/2023
US46266C1053,8.07,8.156724859,11/30/2023
US46284V1017,10.12,10.204925,11/30/2023
US46625H1005,8.98,9.053347092,11/30/2023
US4663131039,-4.15,-4.024772172,11/30/2023
US46982L1089,2.06,2.223217752,11/30/2023
US4781601046,1.34,1.490195733,11/30/2023
US48203R1041,3.62,3.813444824,11/30/2023
US4824801009,6.73,6.886931542,11/30/2023
US4878361082,6.41,6.556992873,11/30/2023
US49177J1025,5.33,5.413074588,11/30/2023
US49271V1008,5.54,5.587760582,11/30/2023
US4932671088,16.22,16.27440449,11/30/2023
US49338L1035,17.07,17.10476672,11/30/2023
US4943681035,-0.84,-0.692342314,11/30/2023
US49446R1095,12.1,12.14522575,11/30/2023
US49456B1017,0.4,0.407139166,11/30/2023
US5007541064,5.33,5.39855118,11/30/2023
US5010441013,3.25,3.350368508,11/30/2023
US5018892084,7.32,7.423424495,11/30/2023
US5024311095,10.38,10.49713792,11/30/2023
US50540R4092,4.79,4.797344072,11/30/2023
US5128071082,9.71,9.875315951,11/30/2023
US5132721045,8.06,8.152048647,11/30/2023
US5178341070,6.7,6.703667298,11/30/2023
US5184391044,14.54,14.55378808,11/30/2023
US5253271028,1.21,1.399394899,11/30/2023
US5260571048,16.51,16.53973296,11/30/2023
US5324571083,-1.37,-1.209076702,11/30/2023
US5380341090,11.14,11.28864367,11/30/2023
US5398301094,1.22,1.349266703,11/30/2023
US5404241086,-1,-0.843289682,11/30/2023
US5486611073,11.93,12.00668013,11/30/2023
US5500211090,14.43,14.56758361,11/30/2023
US55261F1049,6.95,7.082060995,11/30/2023
US5529531015,13.29,13.34988862,11/30/2023
US55354G1004,8.6,8.654844034,11/30/2023
US5658491064,-4.99,-4.847893079,11/30/2023
US56585A1025,-0.56,-0.492368084,11/30/2023
US57060D1081,21.96,22.15307276,11/30/2023
US5717481023,-4.99,-4.94671028,11/30/2023
US5719032022,11.25,11.35367524,11/30/2023
US5732841060,7.39,7.505451643,11/30/2023
US5745991068,10.62,10.72649358,11/30/2023
US57636Q1040,3.06,3.233659339,11/30/2023
US57667L1070,12.72,12.87608544,11/30/2023
US5797802064,6.19,6.267019354,11/30/2023
US5801351017,5.21,5.23969674,11/30/2023
US58155Q1031,-1.61,-1.539238649,11/30/2023
US58933Y1055,7.16,7.327053369,11/30/2023
US59156R1086,3.93,3.974701439,11/30/2023
US5926881054,11.08,11.18787267,11/30/2023
US5949181045,-0.76,-0.576131167,11/30/2023
US5950171042,8.08,8.109374929,11/30/2023
US5951121038,12.26,12.45554679,11/30/2023
US59522J1034,8.02,8.211743542,11/30/2023
US60770K1079,27.99,28.11325858,11/30/2023
US6081901042,17.2,17.3577766,11/30/2023
US60855R1005,-1.16,-0.964588218,11/30/2023
US60871R2094,-0.54,-0.46771992,11/30/2023
US6092071058,2.53,2.551479072,11/30/2023
US6098391054,15.14,15.31071131,11/30/2023
US61174X1090,4.46,4.518116203,11/30/2023
US6153691059,7.01,7.115644685,11/30/2023
US6174464486,17.53,17.72646023,11/30/2023
US61945C1036,0.12,0.171871773,11/30/2023
US6200763075,-2.73,-2.71169129,11/30/2023
US6293775085,8.07,8.221942169,11/30/2023
US62944T1051,13.73,13.78845471,11/30/2023
US6311031081,4.54,4.589768256,11/30/2023
US64110D1046,-3.53,-3.377647211,11/30/2023
US64110L1061,2.72,2.886774812,11/30/2023
US6516391066,2.99,3.11249514,11/30/2023
US65249B1098,11.39,11.3981741,11/30/2023
US65249B2088,11.63,11.8246371,11/30/2023
US65339F1012,3.81,3.962218066,11/30/2023
US6541061031,-1.22,-1.209403613,11/30/2023
US65473P1057,3.55,3.618710348,11/30/2023
US6556631025,12.55,12.61930481,11/30/2023
US6558441084,8.35,8.429948247,11/30/2023
US6658591044,7.47,7.519719863,11/30/2023
US6668071029,-1.48,-1.392812793,11/30/2023
US6687711084,3.35,3.543998383,11/30/2023
US6703461052,2.71,2.90870675,11/30/2023
US67066G1040,5.89,5.98614608,11/30/2023
US67103H1077,-3.29,-3.220124119,11/30/2023
US6745991058,1.27,1.370556814,11/30/2023
US6795801009,4.29,4.471209912,11/30/2023
US6819191064,8.16,8.181770454,11/30/2023
US6821891057,17.1,17.21445882,11/30/2023
US6826801036,1.99,2.055430112,11/30/2023
US68389X1054,-9.28,-9.139917481,11/30/2023
US68902V1070,4.29,4.347196316,11/30/2023
US69331C1080,5.07,5.23931754,11/30/2023
US6934751057,15.59,15.61499458,11/30/2023
US6935061076,5.32,5.451668739,11/30/2023
US69351T1060,4.71,4.743085318,11/30/2023
US69370C1009,11.18,11.35565897,11/30/2023
US6937181088,9.9,10.06890667,11/30/2023
US6951561090,-2.3,-2.176102174,11/30/2023
US6974351057,-0.07,-0.04113575,11/30/2023
US7010941042,6.35,6.485708818,11/30/2023
US7043261079,-2.34,-2.228023461,11/30/2023
US70432V1026,13.8,13.94005919,11/30/2023
US70450Y1038,6.6,6.729571717,11/30/2023
US7134481081,0.92,0.966968985,11/30/2023
US7140461093,22.96,23.1004867,11/30/2023
US7170811035,-5.51,-5.316349038,11/30/2023
US7181721090,2.2,2.370940112,11/30/2023
US7185461040,3.3,3.326657168,11/30/2023
US7234841010,-4.14,-3.997519117,11/30/2023
US7237871071,-2.92,-2.758733313,11/30/2023
US73278L1052,14.8,14.98720036,11/30/2023
US74144T1088,8.77,8.911099636,11/30/2023
US74251V1026,6.56,6.642512965,11/30/2023
US7427181091,-4.55,-4.380205937,11/30/2023
US7433151039,-2.9,-2.790024521,11/30/2023
US74340W1036,16.74,16.88796,11/30/2023
US7443201022,6.06,6.089185428,11/30/2023
US7445731067,-1.16,-0.978470376,11/30/2023
US74460D1090,19.17,19.18219546,11/30/2023
US7458671010,16.97,17.08897885,11/30/2023
US74736K1016,16.69,16.7304488,11/30/2023
US7475251036,12.07,12.26268386,11/30/2023
US74762E1029,14.65,14.83936678,11/30/2023
US74834L1008,0.47,0.524391368,11/30/2023
US7512121010,12.03,12.11199786,11/30/2023
US7547301090,6.47,6.551326905,11/30/2023
US75513E1010,3.26,3.44600029,11/30/2023
US7561091049,6.89,6.991088061,11/30/2023
US7588491032,7.79,7.834838151,11/30/2023
US75886F1075,6.61,6.717342521,11/30/2023
US7591EP1005,17.8,17.85472392,11/30/2023
US7607591002,2.23,2.285131265,11/30/2023
US7611521078,9.06,9.203082242,11/30/2023
US7703231032,7.25,7.438883019,11/30/2023
US7739031091,12.72,12.88873605,11/30/2023
US7757111049,7.19,7.333707269,11/30/2023
US7766961061,1.29,1.301690294,11/30/2023
US7782961038,6.41,6.515492124,11/30/2023
US78409V1044,5.94,6.033653441,11/30/2023
