Identifier,Return,Expected Return,Date
US48251W1045,-3.29,-3.111564813,5/31/2024
US4878361082,-3.51,-3.412907843,5/31/2024
US49177J1025,-5.8,-5.627753495,5/31/2024
US49271V1008,-1.85,-1.7026827,5/31/2024
US4932671088,-1.11,-1.051951209,5/31/2024
US49338L1035,-1.25,-1.073841734,5/31/2024
US4943681035,4.62,4.675480683,5/31/2024
US49446R1095,1.79,1.918851943,5/31/2024
US49456B1017,1.95,2.002096541,5/31/2024
US5007541064,-7.85,-7.780063758,5/31/2024
US5010441013,-4.66,-4.574626539,5/31/2024
US5018892084,-3.35,-3.170779436,5/31/2024
US5024311095,0.4,0.415804299,5/31/2024
US5049221055,4.41,4.500230496,5/31/2024
US5128071082,14.41,14.5900012,5/31/2024
US5132721045,-4.77,-4.576864074,5/31/2024
US5178341070,-1.73,-1.62962002,5/31/2024
US5184391044,-13.75,-13.58823203,5/31/2024
US5253271028,-0.53,-0.391366445,5/31/2024
US5260571048,-6.54,-6.383365773,5/31/2024
US5324571083,10.37,10.52928594,5/31/2024
US5380341090,0,0.071085814,5/31/2024
US5398301094,-0.02,-0.001921301,5/31/2024
US5404241086,-2.68,-2.62363039,5/31/2024
US5486611073,-0.38,-0.217946373,5/31/2024
US5500211090,-4.26,-4.109797016,5/31/2024
US55261F1049,0.75,0.775376829,5/31/2024
US5529531015,10.63,10.65076602,5/31/2024
US55354G1004,-2.71,-2.513862945,5/31/2024
US5658491064,-1,-0.967575625,5/31/2024
US56585A1025,-1.77,-1.653623412,5/31/2024
US57060D1081,0.8,0.934004236,5/31/2024
US5717481023,1.51,1.604208886,5/31/2024
US5719032022,4.59,4.628888559,5/31/2024
US5732841060,-5.17,-5.050124836,5/31/2024
US5745991068,-4.65,-4.634628642,5/31/2024
US57636Q1040,-1.32,-1.128532502,5/31/2024
US57667L1070,-0.82,-0.707931576,5/31/2024
US5797802064,-1.77,-1.689085861,5/31/2024
US5801351017,-0.93,-0.819923477,5/31/2024
US58155Q1031,2.65,2.82201226,5/31/2024
US58933Y1055,-0.79,-0.663574477,5/31/2024
US59156R1086,-3.01,-2.857128631,5/31/2024
US5926881054,-0.46,-0.382050631,5/31/2024
US5949181045,7.67,7.768462145,5/31/2024
US5950171042,-5.89,-5.741223891,5/31/2024
US5951121038,5.22,5.407775936,5/31/2024
US59522J1034,6.66,6.80154813,5/31/2024
US60770K1079,-16.7,-16.66321864,5/31/2024
US6081901042,-6.84,-6.703687413,5/31/2024
US60855R1005,-5.49,-5.293561066,5/31/2024
US60871R2094,-6.48,-6.401463218,5/31/2024
US6092071058,-3.89,-3.74063833,5/31/2024
US6098391054,11.87,11.88530636,5/31/2024
US61174X1090,-3.79,-3.633120926,5/31/2024
US6153691059,6.03,6.097880137,5/31/2024
US6174464486,-0.66,-0.500073593,5/31/2024
US61945C1036,-5.89,-5.807262144,5/31/2024
US6200763075,6.07,6.070961926,5/31/2024
US6293775085,-3.88,-3.824020647,5/31/2024
US62944T1051,-1.2,-1.18500986,5/31/2024
US6311031081,2.5,2.524158051,5/31/2024
US64110D1046,6.95,7.007778041,5/31/2024
US64110L1061,5.18,5.353637864,5/31/2024
US6516391066,0.45,0.602913236,5/31/2024
US65249B1098,1.4,1.52851493,5/31/2024
US65249B2088,1.83,1.962316979,5/31/2024
US65339F1012,-10.92,-10.84252511,5/31/2024
US6541061031,-20.39,-20.19165205,5/31/2024
US65473P1057,-0.86,-0.857322223,5/31/2024
US6556631025,-1.18,-1.096378193,5/31/2024
US6558441084,-4.5,-4.473305136,5/31/2024
US6658591044,0.6,0.795507694,5/31/2024
US6668071029,-3.29,-3.213525912,5/31/2024
US6687711084,0.6,0.628887569,5/31/2024
US6703461052,-6.06,-6.033599373,5/31/2024
US67066G1040,12.69,12.72177637,5/31/2024
US67103H1077,9.63,9.810393669,5/31/2024
US6745991058,1.21,1.252321833,5/31/2024
US6795801009,0.92,1.007475619,5/31/2024
US6819191064,-2.76,-2.617198431,5/31/2024
US6821891057,-6.15,-5.998237152,5/31/2024
US6826801036,0.68,0.827658287,5/31/2024
US68389X1054,20.49,20.5572077,5/31/2024
US68902V1070,-2.96,-2.844566703,5/31/2024
US69331C1080,-5.77,-5.755113162,5/31/2024
US6934751057,-1.21,-1.061024581,5/31/2024
US6935061076,-4.2,-4.100520846,5/31/2024
US69351T1060,-4.87,-4.762381866,5/31/2024
US69370C1009,3.08,3.184205661,5/31/2024
US6937181088,-4.24,-4.126727253,5/31/2024
US6951561090,0.17,0.336259273,5/31/2024
US6974351057,14.95,15.07817992,5/31/2024
US7010941042,-4.84,-4.663354634,5/31/2024
US7043261079,-1.33,-1.203412609,5/31/2024
US70432V1026,-1.57,-1.490643125,5/31/2024
US70450Y1038,-7.87,-7.761806802,5/31/2024
US7134481081,-3.85,-3.740768809,5/31/2024
US7140461093,-4.03,-3.891734664,5/31/2024
US7170811035,-2.37,-2.337441448,5/31/2024
US7181721090,1.25,1.285249001,5/31/2024
US7185461040,-0.66,-0.499851632,5/31/2024
US7234841010,-3.14,-2.969360548,5/31/2024
US73278L1052,-15.46,-15.43682596,5/31/2024
US74144T1088,-1.08,-0.95153017,5/31/2024
US74251V1026,-3.54,-3.412658447,5/31/2024
US7427181091,0.23,0.251835727,5/31/2024
US7433151039,-1.64,-1.605887037,5/31/2024
US74340W1036,2.52,2.537043696,5/31/2024
US7443201022,-2.63,-2.516080768,5/31/2024
US7445731067,-1.92,-1.906024772,5/31/2024
US74460D1090,6.19,6.328534415,5/31/2024
US7458671010,-5.99,-5.8153236,5/31/2024
US74736K1016,17.94,18.11767216,5/31/2024
US7475251036,-2.39,-2.312305142,5/31/2024
US74762E1029,-7.92,-7.748551972,5/31/2024
US74834L1008,-3.59,-3.500929645,5/31/2024
US7512121010,-5.88,-5.755161653,5/31/2024
US7547301090,0.7,0.827675577,5/31/2024
US75513E1010,-6.88,-6.758212857,5/31/2024
US7561091049,0.04,0.225249645,5/31/2024
US7588491032,2.42,2.553952454,5/31/2024
US75886F1075,7.23,7.293496654,5/31/2024
US7591EP1005,4.88,5.069019144,5/31/2024
US7607591002,4.94,5.099844998,5/31/2024
US7611521078,-7.23,-7.208542401,5/31/2024
US7703231032,1.28,1.345882413,5/31/2024
US7739031091,6.89,7.010028647,5/31/2024
US7757111049,6.78,6.907619067,5/31/2024
US7766961061,5.8,5.84685112,5/31/2024
US7782961038,4.24,4.4154794,5/31/2024
US78409V1044,4.33,4.506404005,5/31/2024
US78410G1040,-0.19,-0.029131575,5/31/2024
US79466L3024,9.67,9.735799915,5/31/2024
US8064071025,-7.56,-7.400816101,5/31/2024
US8085131055,0.56,0.737308035,5/31/2024
US8168511090,-0.45,-0.32232941,5/31/2024
US81762P1021,19.75,19.91188424,5/31/2024
US8243481061,-1.77,-1.682105421,5/31/2024
US8288061091,1.65,1.756097116,5/31/2024
US83088M1027,15.02,15.12083172,5/31/2024
US8318652091,-2.22,-2.203233241,5/31/2024
US8326964058,-2.33,-2.225247602,5/31/2024
US8330341012,-4.2,-4.14210289,5/31/2024
US83444M1018,-10.89,-10.82071588,5/31/2024
US8425871071,-3.21,-3.164279389,5/31/2024
US8447411088,7.27,7.442997424,5/31/2024
US8545021011,-7.46,-7.278241964,5/31/2024
US8552441094,-2.95,-2.7712099,5/31/2024
US8574771031,-2.1,-1.948113926,5/31/2024
US8581191009,-2.92,-2.840898809,5/31/2024
US8636671013,-0.01,0.086270876,5/31/2024
US86800U1043,4.44,4.528425327,5/31/2024
US8716071076,6.11,6.199076166,5/31/2024
US87165B1035,7.74,7.797523535,5/31/2024
US8718291078,-1.96,-1.941739556,5/31/2024
US8725401090,6.79,6.977528339,5/31/2024
US8725901040,0.7,0.783614716,5/31/2024
US8740541094,-3.04,-3.018317554,5/31/2024
US8760301072,-0.82,-0.718020543,5/31/2024
US87612E1064,-5.2,-5.15100763,5/31/2024
US87612G1013,8.92,9.068002165,5/31/2024
US8793601050,-2.26,-2.19363792,5/31/2024
US8793691069,0.6,0.750316738,5/31/2024
US8807701029,5.21,5.308693168,5/31/2024
US88160R1014,11.12,11.14061564,5/31/2024
US8825081040,-0.25,-0.056255145,5/31/2024
US8832031012,-1.97,-1.882669886,5/31/2024
US8835561023,-2.57,-2.397626615,5/31/2024
US88579Y1010,2.05,2.207399813,5/31/2024
US8923561067,-5.36,-5.224039597,5/31/2024
US8936411003,-4.89,-4.868093077,5/31/2024
US89417E1091,-5.27,-5.079548255,5/31/2024
US8962391004,0.43,0.595979779,5/31/2024
US89832Q1094,2.91,2.965159422,5/31/2024
US9022521051,4.67,4.86975706,5/31/2024
US9024941034,-0.19,-0.105624932,5/31/2024
US9026531049,6.55,6.694993648,5/31/2024
US9029733048,-0.89,-0.864059152,5/31/2024
US90353T1007,12.58,12.70428968,5/31/2024
US90384S3031,-2.33,-2.165676516,5/31/2024
US9078181081,-2.82,-2.802347772,5/31/2024
US9100471096,-8.17,-8.08015554,5/31/2024
US9113121068,-1.5,-1.357321415,5/31/2024
US9113631090,-3.39,-3.224842289,5/31/2024
US91324P1021,3.25,3.417390107,5/31/2024
US9139031002,-2.46,-2.44076158,5/31/2024
US91913Y1001,-0.24,-0.184073239,5/31/2024
US92276F1003,1.99,2.160697938,5/31/2024
US92338C1036,-3.06,-3.028294743,5/31/2024
US92343E1029,2,2.01868429,5/31/2024
US92343V1044,0.22,0.370857343,5/31/2024
US92345Y1064,6.79,6.856036071,5/31/2024
US92532F1003,2.94,2.943273246,5/31/2024
US92556H2067,-12.32,-12.20373535,5/31/2024
US92556V1061,0.28,0.446932013,5/31/2024
US9256521090,1.23,1.418924424,5/31/2024
US92826C8394,-3.67,-3.610249086,5/31/2024
US92840M1027,-13.01,-12.91371485,5/31/2024
US9291601097,-2.77,-2.744397793,5/31/2024
US92939U1060,-3.17,-3.005733942,5/31/2024
US9297401088,-6.61,-6.520968865,5/31/2024
US9311421039,2.97,2.988235647,5/31/2024
US9314271084,-25.43,-25.24607221,5/31/2024
US9344231041,-9.71,-9.709402525,5/31/2024
US94106L1098,1.62,1.704023869,5/31/2024
US9418481035,-6.08,-6.049812838,5/31/2024
US9497461015,-0.88,-0.879885688,5/31/2024
US95040Q1040,0.56,0.712067173,5/31/2024
US9553061055,-0.61,-0.56016829,5/31/2024
US9581021055,0.64,0.654186013,5/31/2024
US96145D1054,-6.3,-6.244750465,5/31/2024
US9621661043,-5.46,-5.380507198,5/31/2024
US9694571004,3.58,3.585462085,5/31/2024
US9831341071,-5.67,-5.545872829,5/31/2024
US98389B1008,-2.7,-2.546292295,5/31/2024
US98419M1009,-3.82,-3.782444648,5/31/2024
US9884981013,-3.62,-3.614373192,5/31/2024
US9892071054,-1.09,-1.047256323,5/31/2024
US98956P1021,-5.54,-5.48141464,5/31/2024
US98978V1035,2.24,2.415092628,5/31/2024
AN8068571086,2.35,2.39636972,7/31/2024
BMG0450A1053,-5.06,-4.889158878,7/31/2024
BMG3223R1088,3.11,3.193303914,7/31/2024
BMG491BT1088,15.37,15.52392314,7/31/2024
BMG667211046,-1.92,-1.914120346,7/31/2024
CH0044328745,8.07,8.205753593,7/31/2024
CH0102993182,2.59,2.714194611,7/31/2024
CH0114405324,5.11,5.118831983,7/31/2024
CH1300646267,-1.44,-1.240433484,7/31/2024
IE00028FXN24,-12.95,-12.93496263,7/31/2024
IE000S9YS762,3.35,3.36885999,7/31/2024
IE00B4BNMY34,9.44,9.54973363,7/31/2024
IE00B8KQN827,-2.79,-2.674511866,7/31/2024
IE00BDB6Q211,7.68,7.699415512,7/31/2024
IE00BFRT3W74,15.79,15.80416302,7/31/2024
IE00BFY8C754,8.75,8.843590854,7/31/2024
IE00BK9ZQ967,1.63,1.758806227,7/31/2024
IE00BKVD2N49,-1.07,-1.011288677,7/31/2024
IE00BLP1HW54,11.9,12.00591949,7/31/2024
IE00BLS09M33,14.94,14.99680467,7/31/2024
IE00BTN1Y115,2.05,2.139818429,7/31/2024
IE00BY7QL619,7.63,7.66555408,7/31/2024
JE00B783TY65,-1.46,-1.31521268,7/31/2024
JE00BJ1F3079,7.67,7.780230737,7/31/2024
LR0008862868,-1.7,-1.645279384,7/31/2024
NL0009434992,3.97,4.052549916,7/31/2024
NL0009538784,-2.2,-2.141349963,7/31/2024
PA1436583006,-11,-10.85802376,7/31/2024
US0010551028,6.8,6.875059477,7/31/2024
US00130H1059,1.25,1.299800172,7/31/2024
US00206R1023,2.22,2.317132832,7/31/2024
US0028241000,2.5,2.58690195,7/31/2024
US00287Y1091,9.04,9.107536628,7/31/2024
US00724F1012,-0.7,-0.684933554,7/31/2024
US0079031078,-10.93,-10.78682538,7/31/2024
US00846U1016,9.28,9.413679591,7/31/2024
US0090661010,-7.96,-7.895403161,7/31/2024
US0091581068,2.98,3.076516339,7/31/2024
US00971T1016,9.1,9.113675089,7/31/2024
US0126531013,-1.94,-1.82611636,7/31/2024
US0152711091,0.27,0.407589453,7/31/2024
US0162551016,-3.96,-3.807877742,7/31/2024
US0188021085,10.29,10.37974816,7/31/2024
US0200021014,7.18,7.197693967,7/31/2024
US02079K1079,-5.6,-5.456089797,7/31/2024
US02079K3059,-5.82,-5.774582055,7/31/2024
US02209S1033,7.6,7.633225162,7/31/2024
US0231351067,-3.24,-3.150559251,7/31/2024
US0236081024,11.48,11.54353259,7/31/2024
US02376R1023,-6.09,-5.933528471,7/31/2024
US0255371017,11.83,11.9650802,7/31/2024
US0258161092,9.61,9.754403715,7/31/2024
US0268747849,6.72,6.833046454,7/31/2024
US03027X1000,13.39,13.47089933,7/31/2024
US0304201033,10.22,10.26134918,7/31/2024
US03073E1055,5.58,5.747312133,7/31/2024
US03076C1062,0.67,0.689973827,7/31/2024
US0311001004,4.06,4.185791868,7/31/2024
US0311621009,6.41,6.563637001,7/31/2024
US0320951017,-4.62,-4.494166959,7/31/2024
US0326541051,1.37,1.547086508,7/31/2024
US03662Q1058,-2.45,-2.392318614,7/31/2024
US0367521038,-1.81,-1.690774347,7/31/2024
US03743Q1085,6.79,6.869067743,7/31/2024
US0378331005,5.44,5.469154011,7/31/2024
US0382221051,-10.08,-9.968264188,7/31/2024
US0394831020,2.58,2.758272377,7/31/2024
US0404131064,-1.12,-1.047244121,7/31/2024
US04621X1081,5.18,5.291132254,7/31/2024
US0495601058,9.63,9.779177371,7/31/2024
US0527691069,0.03,0.119482984,7/31/2024
US0530151036,10.03,10.17946931,7/31/2024
US0533321024,5.72,5.728138424,7/31/2024
US0534841012,-0.95,-0.777675667,7/31/2024
US0536111091,-0.83,-0.774915867,7/31/2024
US05464C1018,1.96,2.065951937,7/31/2024
US05722G1004,10.09,10.14668323,7/31/2024
US0584981064,6.35,6.46748786,7/31/2024
US0605051046,1.36,1.535311877,7/31/2024
US0640581007,9.46,9.65579212,7/31/2024
US0708301041,-5.89,-5.819864208,7/31/2024
US0718131099,7.09,7.127394393,7/31/2024
US0758871091,3.14,3.337886053,7/31/2024
US0844231029,5.24,5.388310623,7/31/2024
US0846707026,7.79,7.967372584,7/31/2024
US0865161014,2.65,2.728298573,7/31/2024
US0905722072,23.89,23.9904528,7/31/2024
US09062X1037,-8.03,-7.876779407,7/31/2024
US09073M1045,13.87,13.91887773,7/31/2024
US09247X1019,11.33,11.36845077,7/31/2024
US09260D1072,15.49,15.61466948,7/31/2024
US0970231058,4.72,4.737680965,7/31/2024
US09857L1089,-6.22,-6.216754927,7/31/2024
US0997241064,9.52,9.680597919,7/31/2024
US1011211018,15.84,15.85651671,7/31/2024
US1011371077,-4.06,-3.896483425,7/31/2024
US1101221083,16.25,16.33885938,7/31/2024
US11133T1034,8.63,8.686019636,7/31/2024
US11135F1012,0.08,0.197440675,7/31/2024
US1152361010,11.21,11.32947749,7/31/2024
US1156372096,4.56,4.73561036,7/31/2024
US12008R1077,20.92,21.03234068,7/31/2024
US12503M1080,7.91,8.036229494,7/31/2024
US12504L1098,26.48,26.50490404,7/31/2024
US12514G1085,-2.56,-2.479967516,7/31/2024
US1252691001,3.06,3.144620566,7/31/2024
US12541W2098,1.06,1.17652399,7/31/2024
US1255231003,5.48,5.634266337,7/31/2024
US12572Q1058,-1.47,-1.373246886,7/31/2024
US1258961002,8.85,8.945710785,7/31/2024
US1264081035,4.93,5.122841693,7/31/2024
US1266501006,3.31,3.421213027,7/31/2024
US1270971039,-3.26,-3.094308317,7/31/2024
US1273871087,-13.03,-12.83628165,7/31/2024
US12769G1004,0.53,0.725992115,7/31/2024
US1331311027,1.5,1.553455461,7/31/2024
US1344291091,4.55,4.740862546,7/31/2024
US14040H1059,9.35,9.403996455,7/31/2024
US14149Y1082,3.08,3.207278005,7/31/2024
US1431301027,15.13,15.21223466,7/31/2024
US14448C1045,7.97,8.047571798,7/31/2024
US1488061029,5.53,5.555424194,7/31/2024
US1491231015,4.35,4.440744897,7/31/2024
US1508701034,5.17,5.238433465,7/31/2024
US15135B1017,16.02,16.03026715,7/31/2024
US15189T1079,-10.43,-10.3807523,7/31/2024
US15677J1088,19.52,19.63760265,7/31/2024
US1598641074,18.16,18.30476067,7/31/2024
US16119P1084,27.01,27.09141497,7/31/2024
US1667641005,2.59,2.650721211,7/31/2024
US1696561059,-13.3,-13.23082536,7/31/2024
US1713401024,-5.47,-5.388582625,7/31/2024
US1720621010,10.6,10.61415653,7/31/2024
US17275R1023,2.85,3.043248221,7/31/2024
US1729081059,9.09,9.096905943,7/31/2024
US1729674242,2.24,2.371263765,7/31/2024
US1746101054,19.59,19.60493253,7/31/2024
US1890541097,-3.33,-3.291466133,7/31/2024
US1912161007,4.85,4.937137973,7/31/2024
US1924461023,11.29,11.3627388,7/31/2024
US1941621039,2.74,2.929300409,7/31/2024
US20030N1019,6.25,6.398364297,7/31/2024
US2058871029,6.69,6.791058196,7/31/2024
US20825C1045,-2.78,-2.589377453,7/31/2024
US2091151041,9.06,9.240773984,7/31/2024
US21036P1084,-4.71,-4.561293546,7/31/2024
US21037T1097,-5.23,-5.212180399,7/31/2024
US2166485019,6.91,7.094129934,7/31/2024
US2172041061,-3.38,-3.203721783,7/31/2024
US2193501051,2.99,3.01823889,7/31/2024
US2199481068,9.54,9.699831164,7/31/2024
US22052L1044,4,4.067549365,7/31/2024
US22160K1051,-3.16,-3.041228647,7/31/2024
US22160N1090,5.23,5.333255666,7/31/2024
US22788C1053,-39.47,-39.40220071,7/31/2024
US22822V1017,12.67,12.77659812,7/31/2024
US2310211063,5.37,5.538591617,7/31/2024
US23331A1097,27.67,27.77133426,7/31/2024
US2333311072,8.58,8.672788253,7/31/2024
US2358511028,10.9,10.99350676,7/31/2024
US2371941053,-2.34,-2.214346532,7/31/2024
US23918K1088,-1.41,-1.225234875,7/31/2024
US2435371073,-4.68,-4.658298933,7/31/2024
US2441991054,-0.44,-0.386522936,7/31/2024
US2473617023,-9,-8.954277118,7/31/2024
US25179M1036,-0.78,-0.628737799,7/31/2024
US2521311074,-40.18,-40.02847942,7/31/2024
US25278X1090,1.06,1.235437617,7/31/2024
US2538681030,-1.68,-1.611137771,7/31/2024
US2546871060,-5.2,-5.044886924,7/31/2024
US2547091080,10.08,10.26417925,7/31/2024
US2566771059,-8.54,-8.353643346,7/31/2024
US2567461080,-2.28,-2.218648637,7/31/2024
US25746U1097,9.1,9.265119059,7/31/2024
US25754A2015,-16.97,-16.88979114,7/31/2024
US2600031080,2.11,2.208329063,7/31/2024
US2605571031,2.68,2.842188052,7/31/2024
US26441C2044,9.02,9.204751048,7/31/2024
US26614N1028,3.99,4.048363879,7/31/2024
US26875P1012,1.43,1.452802103,7/31/2024
US26884L1098,-6.68,-6.655713556,7/31/2024
US2774321002,5.47,5.606989446,7/31/2024
US2786421030,3.52,3.696426829,7/31/2024
US2788651006,-3.07,-2.989629059,7/31/2024
US2810201077,12.63,12.66645317,7/31/2024
US28176E1082,-31.74,-31.7381672,7/31/2024
US2855121099,8.33,8.529387417,7/31/2024
US2910111044,6.31,6.431127248,7/31/2024
US29355A1079,15.44,15.4492457,7/31/2024
US29364G1031,8.38,8.416217397,7/31/2024
US29414B1044,14.36,14.4242099,7/31/2024
US2944291051,15.22,15.23595351,7/31/2024
US29444U7000,4.45,4.50982945,7/31/2024
US29476L1070,1.41,1.571853635,7/31/2024
US2971781057,2.26,2.429764863,7/31/2024
US29786A1060,10.44,10.44390332,7/31/2024
US30034W1062,9.5,9.661771353,7/31/2024
US30040W1080,14.46,14.59947885,7/31/2024
US30161N1019,7.48,7.492474772,7/31/2024
US30212P3038,1.33,1.370539162,7/31/2024
US3021301094,0.02,0.166806727,7/31/2024
US30225T1025,2.71,2.855353393,7/31/2024
US30231G1022,3.01,3.085125537,7/31/2024
US3024913036,1.41,1.607291933,7/31/2024
US30303M1027,-5.83,-5.672333987,7/31/2024
US3030751057,1.18,1.318593327,7/31/2024
US3032501047,7.48,7.594050246,7/31/2024
US3119001044,13.21,13.24696569,7/31/2024
US3137451015,10.58,10.65745456,7/31/2024
US31428X1063,0.8,0.805083222,7/31/2024
US3156161024,18.24,18.24657876,7/31/2024
US31620M1062,1.95,1.956073723,7/31/2024
US3167731005,16.03,16.1950807,7/31/2024
US3364331070,-4.2,-4.106313097,7/31/2024
US3377381088,9.75,9.838104876,7/31/2024
US3379321074,9.51,9.642110412,7/31/2024
US3453708600,-13.72,-13.70549212,7/31/2024
US34959E1091,-3.7,-3.588128271,7/31/2024
US34959J1088,-3.04,-3.0332459,7/31/2024
US35137L1052,10.68,10.74922033,7/31/2024
US35137L2043,10.65,10.71677615,7/31/2024
US3546131018,2.33,2.446304132,7/31/2024
US35671D8570,-6.29,-6.27695935,7/31/2024
US36266G1076,8.65,8.679609363,7/31/2024
US3635761097,9.32,9.486041909,7/31/2024
US3666511072,11.61,11.71125279,7/31/2024
US36828A1016,3.92,3.994140891,7/31/2024
US3687361044,17.74,17.90553617,7/31/2024
US3695501086,3.47,3.544502245,7/31/2024
US3696043013,7.25,7.391778374,7/31/2024
US3703341046,7.15,7.208136413,7/31/2024
US37045V1008,-4.61,-4.521379826,7/31/2024
US3724601055,6.35,6.433636181,7/31/2024
US3755581036,10.86,10.97690588,7/31/2024
US37940X1028,5.11,5.296867823,7/31/2024
US37959E1029,13.04,13.09601507,7/31/2024
US3802371076,4.11,4.146282234,7/31/2024
US38141G1040,12.54,12.54228663,7/31/2024
US3848021040,8.26,8.347322731,7/31/2024
US40412C1018,13,13.06490124,7/31/2024
US40434L1052,3.06,3.232860574,7/31/2024
US4062161017,2.66,2.6781165,7/31/2024
US4165151048,10.32,10.40438635,7/31/2024
US4180561072,10.19,10.25182294,7/31/2024
US42250P1030,11.33,11.44795458,7/31/2024
US4262811015,3.29,3.428822685,7/31/2024
US4278661081,7.43,7.567431499,7/31/2024
US42809H1077,4,4.056691036,7/31/2024
US42824C1099,-5.95,-5.757039614,7/31/2024
US43300A2033,-1.62,-1.45735076,7/31/2024
US4364401012,9.91,10.07923423,7/31/2024
US4370761029,6.95,7.094266933,7/31/2024
US4385161066,-4.12,-4.041245005,7/31/2024
US4404521001,6.29,6.298044344,7/31/2024
US44107P1049,-2.61,-2.413541605,7/31/2024
US4432011082,23.28,23.47089039,7/31/2024
US4435106079,8.25,8.331621724,7/31/2024
US4448591028,-3.22,-3.067616338,7/31/2024
US4456581077,8.22,8.319534147,7/31/2024
US4461501045,13.43,13.4919211,7/31/2024
US4464131063,13.66,13.71475702,7/31/2024
US45167R1041,3.97,4.068925686,7/31/2024
US45168D1046,-2.27,-2.096375656,7/31/2024
US4523081093,4.36,4.462506674,7/31/2024
US45337C1027,7.34,7.351793192,7/31/2024
US45687V1061,10.52,10.56880624,7/31/2024
US45784P1012,-3.69,-3.544906201,7/31/2024
US4581401001,-0.74,-0.710049358,7/31/2024
US45866F1049,10.72,10.79606772,7/31/2024
US4592001014,11.1,11.13260223,7/31/2024
US4595061015,4.48,4.530117913,7/31/2024
US4601461035,7.72,7.721827685,7/31/2024
US4606901001,10.59,10.61914372,7/31/2024
US4612021034,-1.36,-1.356957571,7/31/2024
US46120E6023,-0.05,0.087839644,7/31/2024
US46187W1071,-1.73,-1.64086075,7/31/2024
US46266C1053,16.45,16.55874754,7/31/2024
US46284V1017,14.44,14.44886304,7/31/2024
US46625H1005,5.8,5.815356823,7/31/2024
US4663131039,3.57,3.692092431,7/31/2024
US46982L1089,4.96,5.087748482,7/31/2024
US4781601046,8,8.035770916,7/31/2024
US48203R1041,3.37,3.525908137,7/31/2024
US4824801009,-0.17,-0.119848545,7/31/2024
US48251W1045,17.3,17.33439836,7/31/2024
US4878361082,0.81,1.000958818,7/31/2024
US49177J1025,1.71,1.747056432,7/31/2024
US49271V1008,2.63,2.775617992,7/31/2024
US4932671088,13.51,13.67219229,7/31/2024
US49338L1035,2.06,2.066709795,7/31/2024
US4943681035,-2.28,-2.088399916,7/31/2024
US49446R1095,11.66,11.74569942,7/31/2024
US49456B1017,7.79,7.904934601,7/31/2024
US5007541064,9.28,9.38685493,7/31/2024
US5010441013,9.15,9.288108445,7/31/2024
US5018892084,-0.22,-0.123465134,7/31/2024
US5024311095,1.03,1.166901351,7/31/2024
US5049221055,5.86,5.955775245,7/31/2024
US5128071082,-13.49,-13.33680968,7/31/2024
US5132721045,-28.62,-28.52140523,7/31/2024
US5178341070,-10.35,-10.32730868,7/31/2024
US5184391044,-6.38,-6.324370222,7/31/2024
US5253271028,-1.01,-0.928796403,7/31/2024
US5260571048,18.47,18.52997774,7/31/2024
US5324571083,-11.17,-11.05635893,7/31/2024
US5380341090,2.61,2.645631468,7/31/2024
US5398301094,16.02,16.1708468,7/31/2024
US5404241086,6.97,7.102688564,7/31/2024
US5486611073,11.92,11.97065188,7/31/2024
US5500211090,-13.4,-13.28279894,7/31/2024
US55261F1049,13.75,13.87406437,7/31/2024
US5529531015,-3.31,-3.295660218,7/31/2024
US55354G1004,12.25,12.36797883,7/31/2024
US5658491064,-2.16,-2.118384544,7/31/2024
US56585A1025,2.04,2.20556401,7/31/2024
US57060D1081,11.47,11.52800186,7/31/2024
US5717481023,6.02,6.158589124,7/31/2024
US5719032022,-5.99,-5.876359158,7/31/2024
US5732841060,9.51,9.522646164,7/31/2024
US5745991068,16.77,16.84181404,7/31/2024
US57636Q1040,5.27,5.449022484,7/31/2024
US57667L1070,25.54,25.64759755,7/31/2024
US5797802064,9.21,9.396930512,7/31/2024
US5801351017,4.14,4.336699071,7/31/2024
US58155Q1031,5.65,5.743090786,7/31/2024
US58933Y1055,-8.62,-8.55942366,7/31/2024
US59156R1086,9.49,9.507218579,7/31/2024
US5926881054,8.83,8.924842292,7/31/2024
US5949181045,-6.4,-6.362350533,7/31/2024
US5950171042,-2.97,-2.893582645,7/31/2024
US5951121038,-16.43,-16.38224191,7/31/2024
US59522J1034,-0.96,-0.883179517,7/31/2024
US60770K1079,0.4,0.540932092,7/31/2024
US6081901042,41.8,41.83420784,7/31/2024
US60855R1005,14.79,14.87055008,7/31/2024
US60871R2094,3.97,4.169451409,7/31/2024
US6092071058,4.45,4.569383448,7/31/2024
US6098391054,5.04,5.062608693,7/31/2024
US61174X1090,3,3.046719197,7/31/2024
US6153691059,8.45,8.558738529,7/31/2024
US6174464486,7.15,7.190921661,7/31/2024
US61945C1036,3.01,3.122625006,7/31/2024
US6200763075,3.33,3.475852086,7/31/2024
US6293775085,-3.45,-3.443261504,7/31/2024
US62944T1051,13.43,13.56940604,7/31/2024
US6311031081,12.31,12.31486179,7/31/2024
US64110D1046,-1.02,-0.955882487,7/31/2024
US64110L1061,-6.89,-6.746939328,7/31/2024
US6516391066,17.2,17.22681721,7/31/2024
US65249B1098,0.04,0.115650456,7/31/2024
US65249B2088,0.35,0.368204825,7/31/2024
US65339F1012,7.88,7.903463316,7/31/2024
US6541061031,-0.68,-0.605247253,7/31/2024
